content,tokenized_text,stemmed_text,filtered_text,tokenized_stemmed_text
delivery nya the best walau lagi hujan tetap dibawaiin,"['delivery', 'nya', 'the', 'best', 'walau', 'lagi', 'hujan', 'tetap', 'dibawaiin']",delivery nya the best walau lagi hujan tetap dibawaiin,delivery the best hujan tetap dibawaiin,"['delivery', 'the', 'best', 'hujan', 'tetap', 'dibawaiin']"
pembayaran online di perbaiki,"['pembayaran', 'online', 'di', 'perbaiki']",bayar online di baik,bayar online baik,"['bayar', 'online', 'baik']"
tolong perbaiki lagi aplikasinya ini saya daftar bikin passwordnya kok dak bisa maksudnya apa karakter terdiri dari huruf besar huruf kecil dan symbol saya dak ngerti,"['tolong', 'perbaiki', 'lagi', 'aplikasinya', 'ini', 'saya', 'daftar', 'bikin', 'passwordnya', 'kok', 'dak', 'bisa', 'maksudnya', 'apa', 'karakter', 'terdiri', 'dari', 'huruf', 'besar', 'huruf', 'kecil', 'dan', 'symbol', 'saya', 'dak', 'ngerti']",tolong baik lagi aplikasi ini saya daftar bikin passwordnya kok dak bisa maksud apa karakter diri dari huruf besar huruf kecil dan symbol saya dak ngerti,baik aplikasi daftar bikin passwordnya kok dak maksud apa karakter diri huruf besar huruf kecil symbol dak ngerti,"['baik', 'aplikasi', 'daftar', 'bikin', 'passwordnya', 'kok', 'dak', 'maksud', 'apa', 'karakter', 'diri', 'huruf', 'besar', 'huruf', 'kecil', 'symbol', 'dak', 'ngerti']"
apklikasinya nge leag sekali ,"['apklikasinya', 'nge', 'leag', 'sekali']",apklikasinya nge leag sekali,apklikasinya nge leag sekali,"['apklikasinya', 'nge', 'leag', 'sekali']"
capai  sekali  kemarin bisa delivery sekarang sudah tidak bisa di bantu dong biar bisa delivery lagi di kotaku,"['capai', 'sekali', 'kemarin', 'bisa', 'delivery', 'sekarang', 'sudah', 'tidak', 'bisa', 'di', 'bantu', 'dong', 'biar', 'bisa', 'delivery', 'lagi', 'di', 'kotaku']",capai sekali kemarin bisa delivery sekarang sudah tidak bisa di bantu dong biar bisa delivery lagi di kota,capai sekali kemarin delivery sekarang bantu dong biar delivery kota,"['capai', 'sekali', 'kemarin', 'delivery', 'sekarang', 'bantu', 'dong', 'biar', 'delivery', 'kota']"
taste nya yang  tidak berubah dari dulu sekarang bintamg,"['taste', 'nya', 'yang', 'tidak', 'berubah', 'dari', 'dulu', 'sekarang', 'bintamg']",taste nya yang tidak ubah dari dulu sekarang bintamg,taste ubah dulu sekarang bintamg,"['taste', 'ubah', 'dulu', 'sekarang', 'bintamg']"
mantap aplikasinya,"['mantap', 'aplikasinya']",mantap aplikasi,mantap aplikasi,"['mantap', 'aplikasi']"
kumpul poin gais,"['kumpul', 'poin', 'gais']",kumpul poin gais,kumpul poin gais,"['kumpul', 'poin', 'gais']"
aplikasi koplak sudah log in terus  ngefreeze ehh malah suruh log in lagi  perbaiki lagi  aplikasinya,"['aplikasi', 'koplak', 'sudah', 'log', 'in', 'terus', 'ngefreeze', 'ehh', 'malah', 'suruh', 'log', 'in', 'lagi', 'perbaiki', 'lagi', 'aplikasinya']",aplikasi koplak sudah log in terus ngefreeze ehh malah suruh log in lagi baik lagi aplikasi,aplikasi koplak log in terus ngefreeze ehh malah suruh log in baik aplikasi,"['aplikasi', 'koplak', 'log', 'in', 'terus', 'ngefreeze', 'ehh', 'malah', 'suruh', 'log', 'in', 'baik', 'aplikasi']"
paling bagus sih selama ini,"['paling', 'bagus', 'sih', 'selama', 'ini']",paling bagus sih lama ini,paling bagus sih lama,"['paling', 'bagus', 'sih', 'lama']"
enak pizza hut saya kalau  beli selalu hut,"['enak', 'pizza', 'hut', 'saya', 'kalau', 'beli', 'selalu', 'hut']",enak pizza hut saya kalau beli selalu hut,enak pizza hut beli selalu hut,"['enak', 'pizza', 'hut', 'beli', 'selalu', 'hut']"
suka sekali  dengan progam potongan nya di atas jam malam,"['suka', 'sekali', 'dengan', 'progam', 'potongan', 'nya', 'di', 'atas', 'jam', 'malam']",suka sekali dengan progam potong nya di atas jam malam,suka sekali progam potong atas jam malam,"['suka', 'sekali', 'progam', 'potong', 'atas', 'jam', 'malam']"
saya minta maaf memberikan bintang tiap mau login selalu terjadi masalah saat login tidak ada kode opt masuk di saya,"['saya', 'minta', 'maaf', 'memberikan', 'bintang', 'tiap', 'mau', 'login', 'selalu', 'terjadi', 'masalah', 'saat', 'login', 'tidak', 'ada', 'kode', 'opt', 'masuk', 'di', 'saya']",saya minta maaf beri bintang tiap mau login selalu jadi masalah saat login tidak ada kode opt masuk di saya,minta maaf beri bintang tiap mau login selalu masalah login kode opt masuk,"['minta', 'maaf', 'beri', 'bintang', 'tiap', 'mau', 'login', 'selalu', 'masalah', 'login', 'kode', 'opt', 'masuk']"
bagus devery oke pelayanan cepat,"['bagus', 'devery', 'oke', 'pelayanan', 'cepat']",bagus devery oke layan cepat,bagus devery oke layan cepat,"['bagus', 'devery', 'oke', 'layan', 'cepat']"
good job,"['good', 'job']",good job,good job,"['good', 'job']"
aplikasi na perlu dperbaiki susah daftar na terima kasih semoga  kdepan lebih baik,"['aplikasi', 'na', 'perlu', 'dperbaiki', 'susah', 'daftar', 'na', 'terima', 'kasih', 'semoga', 'kdepan', 'lebih', 'baik']",aplikasi na perlu dperbaiki susah daftar na terima kasih moga kdepan lebih baik,aplikasi na perlu dperbaiki susah daftar na terima kasih moga kdepan lebih baik,"['aplikasi', 'na', 'perlu', 'dperbaiki', 'susah', 'daftar', 'na', 'terima', 'kasih', 'moga', 'kdepan', 'lebih', 'baik']"
simple and fast,"['simple', 'and', 'fast']",simple and fast,simple and fast,"['simple', 'and', 'fast']"
keren sangat ,"['keren', 'sangat']",keren sangat,keren sangat,"['keren', 'sangat']"
gila sih nih aplikasinya berat sangat  bikin password saja  ribet sangat  ngelebihin bikin account bank,"['gila', 'sih', 'nih', 'aplikasinya', 'berat', 'sangat', 'bikin', 'password', 'saja', 'ribet', 'sangat', 'ngelebihin', 'bikin', 'account', 'bank']",gila sih nih aplikasi berat sangat bikin password saja ribet sangat ngelebihin bikin account bank,gila sih aplikasi berat sangat bikin password ribet sangat ngelebihin bikin account bank,"['gila', 'sih', 'aplikasi', 'berat', 'sangat', 'bikin', 'password', 'ribet', 'sangat', 'ngelebihin', 'bikin', 'account', 'bank']"
oke pizza,"['oke', 'pizza']",oke pizza,oke pizza,"['oke', 'pizza']"
kasih diskon yang  real nett dan tanpa syarat ini itu khusus pakai  kartu bank ini lewat aplikasi kudu ig dan lain dan lain orang datang  bawa duit bayar  kelaaar simple dan pizza ristorante yang  gede megah sebaiknya juga jam tertentu misal kasih free semua menu tanpa syarat harus beli ini itu dan nominal berapa  pun diterima,"['kasih', 'diskon', 'yang', 'real', 'nett', 'dan', 'tanpa', 'syarat', 'ini', 'itu', 'khusus', 'pakai', 'kartu', 'bank', 'ini', 'lewat', 'aplikasi', 'kudu', 'ig', 'dan', 'lain', 'dan', 'lain', 'orang', 'datang', 'bawa', 'duit', 'bayar', 'kelaaar', 'simple', 'dan', 'pizza', 'ristorante', 'yang', 'gede', 'megah', 'sebaiknya', 'juga', 'jam', 'tertentu', 'misal', 'kasih', 'free', 'semua', 'menu', 'tanpa', 'syarat', 'harus', 'beli', 'ini', 'itu', 'dan', 'nominal', 'berapa', 'pun', 'diterima']",kasih diskon yang real nett dan tanpa syarat ini itu khusus pakai kartu bank ini lewat aplikasi kudu ig dan lain dan lain orang datang bawa duit bayar kelaaar simple dan pizza ristorante yang gede megah baik juga jam tentu misal kasih free semua menu tanpa syarat harus beli ini itu dan nominal berapa pun terima,kasih diskon real nett syarat khusus pakai kartu bank lewat aplikasi kudu ig orang datang bawa duit bayar kelaaar simple pizza ristorante gede megah baik jam misal kasih free semua menu syarat beli nominal berapa terima,"['kasih', 'diskon', 'real', 'nett', 'syarat', 'khusus', 'pakai', 'kartu', 'bank', 'lewat', 'aplikasi', 'kudu', 'ig', 'orang', 'datang', 'bawa', 'duit', 'bayar', 'kelaaar', 'simple', 'pizza', 'ristorante', 'gede', 'megah', 'baik', 'jam', 'misal', 'kasih', 'free', 'semua', 'menu', 'syarat', 'beli', 'nominal', 'berapa', 'terima']"
susah sign up nya,"['susah', 'sign', 'up', 'nya']",susah sign up nya,susah sign up,"['susah', 'sign', 'up']"
lebih mudah dan banyak promonya,"['lebih', 'mudah', 'dan', 'banyak', 'promonya']",lebih mudah dan banyak promonya,lebih mudah banyak promonya,"['lebih', 'mudah', 'banyak', 'promonya']"
baik pelayanannya,"['baik', 'pelayanannya']",baik layan,baik layan,"['baik', 'layan']"
awesome,['awesome'],awesome,awesome,['awesome']
buruk,['buruk'],buruk,buruk,['buruk']
tidak bisaaa daftar gagalmuluuu,"['tidak', 'bisaaa', 'daftar', 'gagalmuluuu']",tidak bisaaa daftar gagalmuluuu,bisaaa daftar gagalmuluuu,"['bisaaa', 'daftar', 'gagalmuluuu']"
manjiw,['manjiw'],manjiw,manjiw,['manjiw']
the best sudah jadi langganan,"['the', 'best', 'sudah', 'jadi', 'langganan']",the best sudah jadi langgan,the best langgan,"['the', 'best', 'langgan']"
perizinan lokasi selalu gagal apaan sudah,"['perizinan', 'lokasi', 'selalu', 'gagal', 'apaan', 'sudah']",izin lokasi selalu gagal apa sudah,izin lokasi selalu gagal apa,"['izin', 'lokasi', 'selalu', 'gagal', 'apa']"
dari dulu sampai sekarang  tetap langganan phd,"['dari', 'dulu', 'sampai', 'sekarang', 'tetap', 'langganan', 'phd']",dari dulu sampai sekarang tetap langgan phd,dulu sekarang tetap langgan phd,"['dulu', 'sekarang', 'tetap', 'langgan', 'phd']"
aslinya malesin sekali  dia yang  bikin promoan dia yang  suruh  cancel dengan janji x jam pengembalian dana tapi pas ditanyain lagi  malah diperpanjang jadi x jam cukup tahu saja  sii,"['aslinya', 'malesin', 'sekali', 'dia', 'yang', 'bikin', 'promoan', 'dia', 'yang', 'suruh', 'cancel', 'dengan', 'janji', 'x', 'jam', 'pengembalian', 'dana', 'tapi', 'pas', 'ditanyain', 'lagi', 'malah', 'diperpanjang', 'jadi', 'x', 'jam', 'cukup', 'tahu', 'saja', 'sii']",asli malesin sekali dia yang bikin promoan dia yang suruh cancel dengan janji x jam kembali dana tapi pas ditanyain lagi malah panjang jadi x jam cukup tahu saja sii,asli malesin sekali bikin promoan suruh cancel janji x jam dana pas ditanyain malah panjang x jam cukup tahu sii,"['asli', 'malesin', 'sekali', 'bikin', 'promoan', 'suruh', 'cancel', 'janji', 'x', 'jam', 'dana', 'pas', 'ditanyain', 'malah', 'panjang', 'x', 'jam', 'cukup', 'tahu', 'sii']"
ini gimana mengadakan  promo setelah dipesen sudah bayar malah tidak bisa diambil terus dana pembeliannya gimana kok tidak balik,"['ini', 'gimana', 'mengadakan', 'promo', 'setelah', 'dipesen', 'sudah', 'bayar', 'malah', 'tidak', 'bisa', 'diambil', 'terus', 'dana', 'pembeliannya', 'gimana', 'kok', 'tidak', 'balik']",ini gimana ada promo telah sen sudah bayar malah tidak bisa ambil terus dana beli gimana kok tidak balik,gimana promo sen bayar malah ambil terus dana beli gimana kok balik,"['gimana', 'promo', 'sen', 'bayar', 'malah', 'ambil', 'terus', 'dana', 'beli', 'gimana', 'kok', 'balik']"
pesanan dibatalkan saldonya tidak balik parah ambil uang orang,"['pesanan', 'dibatalkan', 'saldonya', 'tidak', 'balik', 'parah', 'ambil', 'uang', 'orang']",pesan batal saldo tidak balik parah ambil uang orang,pesan batal saldo balik parah ambil uang orang,"['pesan', 'batal', 'saldo', 'balik', 'parah', 'ambil', 'uang', 'orang']"
di aplikasi sudah sukses pesanan nya tinggal diambil eh pas sampai  outlet pizza nya dibatalkan secara sepihak sama karyawan padahal status di aplikasi sudah siap ambil kasir tidak sopan,"['di', 'aplikasi', 'sudah', 'sukses', 'pesanan', 'nya', 'tinggal', 'diambil', 'eh', 'pas', 'sampai', 'outlet', 'pizza', 'nya', 'dibatalkan', 'secara', 'sepihak', 'sama', 'karyawan', 'padahal', 'status', 'di', 'aplikasi', 'sudah', 'siap', 'ambil', 'kasir', 'tidak', 'sopan']",di aplikasi sudah sukses pesan nya tinggal ambil eh pas sampai outlet pizza nya batal cara pihak sama karyawan padahal status di aplikasi sudah siap ambil kasir tidak sopan,aplikasi sukses pesan tinggal ambil eh pas outlet pizza batal cara pihak karyawan padahal status aplikasi siap ambil kasir sopan,"['aplikasi', 'sukses', 'pesan', 'tinggal', 'ambil', 'eh', 'pas', 'outlet', 'pizza', 'batal', 'cara', 'pihak', 'karyawan', 'padahal', 'status', 'aplikasi', 'siap', 'ambil', 'kasir', 'sopan']"
sangat membantu dan pemesanan,"['sangat', 'membantu', 'dan', 'pemesanan']",sangat bantu dan mesan,sangat bantu mesan,"['sangat', 'bantu', 'mesan']"
promo nya suka tidak jelas,"['promo', 'nya', 'suka', 'tidak', 'jelas']",promo nya suka tidak jelas,promo suka jelas,"['promo', 'suka', 'jelas']"
minta refund malah diketawain staff sopan kah begitu,"['minta', 'refund', 'malah', 'diketawain', 'staff', 'sopan', 'kah', 'begitu']",minta refund malah diketawain staff sopan kah begitu,minta refund malah diketawain staff sopan,"['minta', 'refund', 'malah', 'diketawain', 'staff', 'sopan']"
staff nya tidak punya adab outlet mega mall batam centre,"['staff', 'nya', 'tidak', 'punya', 'adab', 'outlet', 'mega', 'mall', 'batam', 'centre']",staff nya tidak punya adab outlet mega mall batam centre,staff punya adab outlet mega mall batam centre,"['staff', 'punya', 'adab', 'outlet', 'mega', 'mall', 'batam', 'centre']"
aplikasi gatal  promonya bohong hoaks sudah bayar pakai ovo sampai di outlet ditolak suek hati penipuan,"['aplikasi', 'gatal', 'promonya', 'bohong', 'hoaks', 'sudah', 'bayar', 'pakai', 'ovo', 'sampai', 'di', 'outlet', 'ditolak', 'suek', 'hati', 'penipuan']",aplikasi gatal promonya bohong hoaks sudah bayar pakai ovo sampai di outlet tolak suek hati tipu,aplikasi gatal promonya bohong hoaks bayar pakai ovo outlet tolak suek hati tipu,"['aplikasi', 'gatal', 'promonya', 'bohong', 'hoaks', 'bayar', 'pakai', 'ovo', 'outlet', 'tolak', 'suek', 'hati', 'tipu']"
cepat dan bikin happy,"['cepat', 'dan', 'bikin', 'happy']",cepat dan bikin happy,cepat bikin happy,"['cepat', 'bikin', 'happy']"
harusnya bukan phd tapi php wkwk,"['harusnya', 'bukan', 'phd', 'tapi', 'php', 'wkwk']",harus bukan phd tapi php wkwk,bukan phd php wkwk,"['bukan', 'phd', 'php', 'wkwk']"
promo nebak negara bolatapi tidak siap kalau  tidak siap tidak usah iklan pesananku cuma bisa diambil sama  karyawan disuruh refund padahal  status masakan finished semua bagaimana  bisa direfund terus  yang  finished itu sapa yang  mknkaryawannya ya,"['promo', 'nebak', 'negara', 'bolatapi', 'tidak', 'siap', 'kalau', 'tidak', 'siap', 'tidak', 'usah', 'iklan', 'pesananku', 'cuma', 'bisa', 'diambil', 'sama', 'karyawan', 'disuruh', 'refund', 'padahal', 'status', 'masakan', 'finished', 'semua', 'bagaimana', 'bisa', 'direfund', 'terus', 'yang', 'finished', 'itu', 'sapa', 'yang', 'mknkaryawannya', 'ya']",promo nebak negara bolatapi tidak siap kalau tidak siap tidak usah iklan pesan cuma bisa ambil sama karyawan suruh refund padahal status masakan finished semua bagaimana bisa direfund terus yang finished itu sapa yang mknkaryawannya ya,promo nebak negara bolatapi siap siap usah iklan pesan ambil karyawan suruh refund padahal status masakan finished semua bagaimana direfund terus finished sapa mknkaryawannya,"['promo', 'nebak', 'negara', 'bolatapi', 'siap', 'siap', 'usah', 'iklan', 'pesan', 'ambil', 'karyawan', 'suruh', 'refund', 'padahal', 'status', 'masakan', 'finished', 'semua', 'bagaimana', 'direfund', 'terus', 'finished', 'sapa', 'mknkaryawannya']"
ribet sudah mengadakan  promo tidak jelas bet,"['ribet', 'sudah', 'mengadakan', 'promo', 'tidak', 'jelas', 'bet']",ribet sudah ada promo tidak jelas bet,ribet promo jelas bet,"['ribet', 'promo', 'jelas', 'bet']"
aplikasi tidak jelas mengadakan  promo tapi harus komen ig dan nunggu di balas  admin kalau memang  ada ketentuan seperti itu di cantumkan dalam aplikasinya kalau tidak niat kasih  promo tidak usah mengadakan  promo ujungnya cuma bikin kecewa karena  pesanan tidak bisa di ambil dan di batalkan sepihak,"['aplikasi', 'tidak', 'jelas', 'mengadakan', 'promo', 'tapi', 'harus', 'komen', 'ig', 'dan', 'nunggu', 'di', 'balas', 'admin', 'kalau', 'memang', 'ada', 'ketentuan', 'seperti', 'itu', 'di', 'cantumkan', 'dalam', 'aplikasinya', 'kalau', 'tidak', 'niat', 'kasih', 'promo', 'tidak', 'usah', 'mengadakan', 'promo', 'ujungnya', 'cuma', 'bikin', 'kecewa', 'karena', 'pesanan', 'tidak', 'bisa', 'di', 'ambil', 'dan', 'di', 'batalkan', 'sepihak']",aplikasi tidak jelas ada promo tapi harus komen ig dan nunggu di balas admin kalau memang ada tentu seperti itu di cantum dalam aplikasi kalau tidak niat kasih promo tidak usah ada promo ujung cuma bikin kecewa karena pesan tidak bisa di ambil dan di batal pihak,aplikasi jelas promo komen ig nunggu balas admin memang cantum aplikasi niat kasih promo usah promo ujung bikin kecewa pesan ambil batal pihak,"['aplikasi', 'jelas', 'promo', 'komen', 'ig', 'nunggu', 'balas', 'admin', 'memang', 'cantum', 'aplikasi', 'niat', 'kasih', 'promo', 'usah', 'promo', 'ujung', 'bikin', 'kecewa', 'pesan', 'ambil', 'batal', 'pihak']"
tidak untuk pelayanan di pizza hut tegal tepatnya dibagian kasir,"['tidak', 'untuk', 'pelayanan', 'di', 'pizza', 'hut', 'tegal', 'tepatnya', 'dibagian', 'kasir']",tidak untuk layan di pizza hut tegal tepat bagi kasir,layan pizza hut tegal tepat kasir,"['layan', 'pizza', 'hut', 'tegal', 'tepat', 'kasir']"
orderan masuk hitam  di acc nya cuma pizxa saja  payah benar  phd,"['orderan', 'masuk', 'hitam', 'di', 'acc', 'nya', 'cuma', 'pizxa', 'saja', 'payah', 'benar', 'phd']",order masuk hitam di acc nya cuma pizxa saja payah benar phd,order masuk hitam acc pizxa payah benar phd,"['order', 'masuk', 'hitam', 'acc', 'pizxa', 'payah', 'benar', 'phd']"
scam sudah pesan  dan dibayar malah disuruh nampilin komen ig kalau  tidak niat buat event tidak usah buat badut,"['scam', 'sudah', 'pesan', 'dan', 'dibayar', 'malah', 'disuruh', 'nampilin', 'komen', 'ig', 'kalau', 'tidak', 'niat', 'buat', 'event', 'tidak', 'usah', 'buat', 'badut']",scam sudah pesan dan bayar malah suruh nampilin komen ig kalau tidak niat buat event tidak usah buat badut,scam pesan bayar malah suruh nampilin komen ig niat event usah badut,"['scam', 'pesan', 'bayar', 'malah', 'suruh', 'nampilin', 'komen', 'ig', 'niat', 'event', 'usah', 'badut']"
aplikasi ampas,"['aplikasi', 'ampas']",aplikasi ampas,aplikasi ampas,"['aplikasi', 'ampas']"
kasir phd sidoarjo sangat mengecewakan,"['kasir', 'phd', 'sidoarjo', 'sangat', 'mengecewakan']",kasir phd sidoarjo sangat kecewa,kasir phd sidoarjo sangat kecewa,"['kasir', 'phd', 'sidoarjo', 'sangat', 'kecewa']"
mau login registrasi saja  tidak bisa,"['mau', 'login', 'registrasi', 'saja', 'tidak', 'bisa']",mau login registrasi saja tidak bisa,mau login registrasi,"['mau', 'login', 'registrasi']"
menu sering sekali tidak muncul capai  mau pesanan saja  harus nunggu lama sangat ,"['menu', 'sering', 'sekali', 'tidak', 'muncul', 'capai', 'mau', 'pesanan', 'saja', 'harus', 'nunggu', 'lama', 'sangat']",menu sering sekali tidak muncul capai mau pesan saja harus nunggu lama sangat,menu sering sekali muncul capai mau pesan nunggu lama sangat,"['menu', 'sering', 'sekali', 'muncul', 'capai', 'mau', 'pesan', 'nunggu', 'lama', 'sangat']"
pelayanan busuk tidak niat melayani cuatomer najis,"['pelayanan', 'busuk', 'tidak', 'niat', 'melayani', 'cuatomer', 'najis']",layan busuk tidak niat layan cuatomer najis,layan busuk niat layan cuatomer najis,"['layan', 'busuk', 'niat', 'layan', 'cuatomer', 'najis']"
saya mau daftar password salah terus  kocak memang di aplikasi nya,"['saya', 'mau', 'daftar', 'password', 'salah', 'terus', 'kocak', 'memang', 'di', 'aplikasi', 'nya']",saya mau daftar password salah terus kocak memang di aplikasi nya,mau daftar password salah terus kocak memang aplikasi,"['mau', 'daftar', 'password', 'salah', 'terus', 'kocak', 'memang', 'aplikasi']"
tolong lah perbaiki aplikasi nya ngelag parah sering error,"['tolong', 'lah', 'perbaiki', 'aplikasi', 'nya', 'ngelag', 'parah', 'sering', 'error']",tolong lah baik aplikasi nya ngelag parah sering error,lah baik aplikasi ngelag parah sering error,"['lah', 'baik', 'aplikasi', 'ngelag', 'parah', 'sering', 'error']"
gokil mang,"['gokil', 'mang']",gokil mang,gokil mang,"['gokil', 'mang']"
aplikasi scam kok saya tadi punya orderan dan sudah bayar malah sudah hilang orderan nya saya punya bukti ss orderan saya,"['aplikasi', 'scam', 'kok', 'saya', 'tadi', 'punya', 'orderan', 'dan', 'sudah', 'bayar', 'malah', 'sudah', 'hilang', 'orderan', 'nya', 'saya', 'punya', 'bukti', 'ss', 'orderan', 'saya']",aplikasi scam kok saya tadi punya order dan sudah bayar malah sudah hilang order nya saya punya bukti ss order saya,aplikasi scam kok tadi punya order bayar malah hilang order punya bukti ss order,"['aplikasi', 'scam', 'kok', 'tadi', 'punya', 'order', 'bayar', 'malah', 'hilang', 'order', 'punya', 'bukti', 'ss', 'order']"
aplikasi tidak jelas regis saja  tidak bisa tollol,"['aplikasi', 'tidak', 'jelas', 'regis', 'saja', 'tidak', 'bisa', 'tollol']",aplikasi tidak jelas regis saja tidak bisa tollol,aplikasi jelas regis tollol,"['aplikasi', 'jelas', 'regis', 'tollol']"
tidak niat promo,"['tidak', 'niat', 'promo']",tidak niat promo,niat promo,"['niat', 'promo']"
phd phr drama semua tidak jelas,"['phd', 'phr', 'drama', 'semua', 'tidak', 'jelas']",phd phr drama semua tidak jelas,phd phr drama semua jelas,"['phd', 'phr', 'drama', 'semua', 'jelas']"
kalau  kasih  promo yang  benar  saja  minimal cancel saja  daripada  kesana tidak bisa itnya yang  salah kok nyalahin ngotot saja  refund akwkwkwk,"['kalau', 'kasih', 'promo', 'yang', 'benar', 'saja', 'minimal', 'cancel', 'saja', 'daripada', 'kesana', 'tidak', 'bisa', 'itnya', 'yang', 'salah', 'kok', 'nyalahin', 'ngotot', 'saja', 'refund', 'akwkwkwk']",kalau kasih promo yang benar saja minimal cancel saja daripada kesana tidak bisa itnya yang salah kok nyalahin ngotot saja refund akwkwkwk,kasih promo benar minimal cancel kesana itnya salah kok nyalahin ngotot refund akwkwkwk,"['kasih', 'promo', 'benar', 'minimal', 'cancel', 'kesana', 'itnya', 'salah', 'kok', 'nyalahin', 'ngotot', 'refund', 'akwkwkwk']"
mantap cuma bayar,"['mantap', 'cuma', 'bayar']",mantap cuma bayar,mantap bayar,"['mantap', 'bayar']"
thank very much,"['thank', 'very', 'much']",thank very much,thank very much,"['thank', 'very', 'much']"
mantap sering ada promo menarik,"['mantap', 'sering', 'ada', 'promo', 'menarik']",mantap sering ada promo tarik,mantap sering promo tarik,"['mantap', 'sering', 'promo', 'tarik']"
mau login pakai  email yang sudah terdaftar tapi lupa password dan tidak di kirim kirim ke email cara merubah paswordnya mau sign in ulang tidak bisa karena  nomor sudah terdaftar,"['mau', 'login', 'pakai', 'email', 'yang', 'sudah', 'terdaftar', 'tapi', 'lupa', 'password', 'dan', 'tidak', 'di', 'kirim', 'kirim', 'ke', 'email', 'cara', 'merubah', 'paswordnya', 'mau', 'sign', 'in', 'ulang', 'tidak', 'bisa', 'karena', 'nomor', 'sudah', 'terdaftar']",mau login pakai email yang sudah daftar tapi lupa password dan tidak di kirim kirim ke email cara rubah paswordnya mau sign in ulang tidak bisa karena nomor sudah daftar,mau login pakai email daftar lupa password kirim kirim email cara rubah paswordnya mau sign in ulang nomor daftar,"['mau', 'login', 'pakai', 'email', 'daftar', 'lupa', 'password', 'kirim', 'kirim', 'email', 'cara', 'rubah', 'paswordnya', 'mau', 'sign', 'in', 'ulang', 'nomor', 'daftar']"
gooddd,['gooddd'],gooddd,gooddd,['gooddd']
aplikasi sangat membantu banyak promo,"['aplikasi', 'sangat', 'membantu', 'banyak', 'promo']",aplikasi sangat bantu banyak promo,aplikasi sangat bantu banyak promo,"['aplikasi', 'sangat', 'bantu', 'banyak', 'promo']"
guudf,['guudf'],guudf,guudf,['guudf']
makasih pizza hut banyak  promonya,"['makasih', 'pizza', 'hut', 'banyak', 'promonya']",makasih pizza hut banyak promonya,makasih pizza hut banyak promonya,"['makasih', 'pizza', 'hut', 'banyak', 'promonya']"
terimakasih kak aplikasi nya sangat membantu sekali,"['terimakasih', 'kak', 'aplikasi', 'nya', 'sangat', 'membantu', 'sekali']",terimakasih kak aplikasi nya sangat bantu sekali,terimakasih kak aplikasi sangat bantu sekali,"['terimakasih', 'kak', 'aplikasi', 'sangat', 'bantu', 'sekali']"
mantappp,['mantappp'],mantappp,mantappp,['mantappp']
banyak promo,"['banyak', 'promo']",banyak promo,banyak promo,"['banyak', 'promo']"
keren promoannya,"['keren', 'promoannya']",keren promoannya,keren promoannya,"['keren', 'promoannya']"
kasih kupon gratis tiap hari biar makmur ya kak,"['kasih', 'kupon', 'gratis', 'tiap', 'hari', 'biar', 'makmur', 'ya', 'kak']",kasih kupon gratis tiap hari biar makmur ya kak,kasih kupon gratis tiap hari biar makmur kak,"['kasih', 'kupon', 'gratis', 'tiap', 'hari', 'biar', 'makmur', 'kak']"
kasirnya menghalangi untuk ambil pesanan ambil orderanhanya boleh ambil orderan mohon jika sudah ada nomor orderan jangan di halangi buat ambil orderan,"['kasirnya', 'menghalangi', 'untuk', 'ambil', 'pesanan', 'ambil', 'orderanhanya', 'boleh', 'ambil', 'orderan', 'mohon', 'jika', 'sudah', 'ada', 'nomor', 'orderan', 'jangan', 'di', 'halangi', 'buat', 'ambil', 'orderan']",kasir halang untuk ambil pesan ambil orderanhanya boleh ambil order mohon jika sudah ada nomor order jangan di halang buat ambil order,kasir halang ambil pesan ambil orderanhanya ambil order mohon nomor order jangan halang ambil order,"['kasir', 'halang', 'ambil', 'pesan', 'ambil', 'orderanhanya', 'ambil', 'order', 'mohon', 'nomor', 'order', 'jangan', 'halang', 'ambil', 'order']"
siang bolong bukannye senang  malah gedeg,"['siang', 'bolong', 'bukannye', 'senang', 'malah', 'gedeg']",siang bolong bukannye senang malah gedeg,siang bolong bukannye senang malah gedeg,"['siang', 'bolong', 'bukannye', 'senang', 'malah', 'gedeg']"
tidak bisa login woi,"['tidak', 'bisa', 'login', 'woi']",tidak bisa login woi,login woi,"['login', 'woi']"
tiap masuk my voucher langsung log out sendiri masuknya susah tiba logout sendiri,"['tiap', 'masuk', 'my', 'voucher', 'langsung', 'log', 'out', 'sendiri', 'masuknya', 'susah', 'tiba', 'logout', 'sendiri']",tiap masuk my voucher langsung log out sendiri masuk susah tiba logout sendiri,tiap masuk my voucher langsung log out sendiri masuk susah tiba logout sendiri,"['tiap', 'masuk', 'my', 'voucher', 'langsung', 'log', 'out', 'sendiri', 'masuk', 'susah', 'tiba', 'logout', 'sendiri']"
ini parah sekali  sih mau login saja  susahnya minta ampun,"['ini', 'parah', 'sekali', 'sih', 'mau', 'login', 'saja', 'susahnya', 'minta', 'ampun']",ini parah sekali sih mau login saja susah minta ampun,parah sekali sih mau login susah minta ampun,"['parah', 'sekali', 'sih', 'mau', 'login', 'susah', 'minta', 'ampun']"
