content,tokenized_text,stemmed_text,filtered_text,tokenized_stemmed_text
aplikasi blok programming ui ux nya dibayar murah kali ya hahah koplok anjirrrrrrr daftar saja  ruwettt aplikasi error blok kecewa berat b,"['aplikasi', 'blok', 'programming', 'ui', 'ux', 'nya', 'dibayar', 'murah', 'kali', 'ya', 'hahah', 'koplok', 'anjirrrrrrr', 'daftar', 'saja', 'ruwettt', 'aplikasi', 'error', 'blok', 'kecewa', 'berat', 'b']",aplikasi blok programming ui ux nya bayar murah kali ya hahah koplok anjirrrrrrr daftar saja ruwettt aplikasi error blok kecewa berat b,aplikasi blok programming ui ux bayar murah kali hahah koplok anjirrrrrrr daftar ruwettt aplikasi error blok kecewa berat b,"['aplikasi', 'blok', 'programming', 'ui', 'ux', 'bayar', 'murah', 'kali', 'hahah', 'koplok', 'anjirrrrrrr', 'daftar', 'ruwettt', 'aplikasi', 'error', 'blok', 'kecewa', 'berat', 'b']"
mau login ke log out terus  ngapa si,"['mau', 'login', 'ke', 'log', 'out', 'terus', 'ngapa', 'si']",mau login ke log out terus ngapa si,mau login log out terus ngapa si,"['mau', 'login', 'log', 'out', 'terus', 'ngapa', 'si']"
leletttt,['leletttt'],leletttt,leletttt,['leletttt']
aplikasi error tidak bisa dibuka log out terus,"['aplikasi', 'error', 'tidak', 'bisa', 'dibuka', 'log', 'out', 'terus']",aplikasi error tidak bisa buka log out terus,aplikasi error buka log out terus,"['aplikasi', 'error', 'buka', 'log', 'out', 'terus']"
tidak usah didownload aplikasi nya buruk sekali  penuh bug dan slow,"['tidak', 'usah', 'didownload', 'aplikasi', 'nya', 'buruk', 'sekali', 'penuh', 'bug', 'dan', 'slow']",tidak usah didownload aplikasi nya buruk sekali penuh bug dan slow,usah didownload aplikasi buruk sekali penuh bug slow,"['usah', 'didownload', 'aplikasi', 'buruk', 'sekali', 'penuh', 'bug', 'slow']"
mau login susah nya minta ampun loading terus ,"['mau', 'login', 'susah', 'nya', 'minta', 'ampun', 'loading', 'terus']",mau login susah nya minta ampun loading terus,mau login susah minta ampun loading terus,"['mau', 'login', 'susah', 'minta', 'ampun', 'loading', 'terus']"
aplikasi payah mau login tidak bisa,"['aplikasi', 'payah', 'mau', 'login', 'tidak', 'bisa']",aplikasi payah mau login tidak bisa,aplikasi payah mau login,"['aplikasi', 'payah', 'mau', 'login']"
terbaik memudahkan pemesanan,"['terbaik', 'memudahkan', 'pemesanan']",baik mudah mesan,baik mudah mesan,"['baik', 'mudah', 'mesan']"
aplikasi ini bagus sekali,"['aplikasi', 'ini', 'bagus', 'sekali']",aplikasi ini bagus sekali,aplikasi bagus sekali,"['aplikasi', 'bagus', 'sekali']"
mantap lebih mudah memesan dan lebih banyak promonya,"['mantap', 'lebih', 'mudah', 'memesan', 'dan', 'lebih', 'banyak', 'promonya']",mantap lebih mudah mes dan lebih banyak promonya,mantap lebih mudah mes lebih banyak promonya,"['mantap', 'lebih', 'mudah', 'mes', 'lebih', 'banyak', 'promonya']"
very good,"['very', 'good']",very good,very good,"['very', 'good']"
tolong lah dibenerin aplikasinya masa tiap mau pesan  harus bersihin chace dan data dulu kalau  tidak cuma loading saja  tidak bisa masuk ke daftar menu percuma bikin aplikasi kalau  akhirnya pesennya lewat aplikasi lain  gofoodshopefood,"['tolong', 'lah', 'dibenerin', 'aplikasinya', 'masa', 'tiap', 'mau', 'pesan', 'harus', 'bersihin', 'chace', 'dan', 'data', 'dulu', 'kalau', 'tidak', 'cuma', 'loading', 'saja', 'tidak', 'bisa', 'masuk', 'ke', 'daftar', 'menu', 'percuma', 'bikin', 'aplikasi', 'kalau', 'akhirnya', 'pesennya', 'lewat', 'aplikasi', 'lain', 'gofoodshopefood']",tolong lah dibenerin aplikasi masa tiap mau pesan harus bersihin chace dan data dulu kalau tidak cuma loading saja tidak bisa masuk ke daftar menu percuma bikin aplikasi kalau akhir sen lewat aplikasi lain gofoodshopefood,lah dibenerin aplikasi masa tiap mau pesan bersihin chace data dulu loading masuk daftar menu percuma bikin aplikasi akhir sen lewat aplikasi gofoodshopefood,"['lah', 'dibenerin', 'aplikasi', 'masa', 'tiap', 'mau', 'pesan', 'bersihin', 'chace', 'data', 'dulu', 'loading', 'masuk', 'daftar', 'menu', 'percuma', 'bikin', 'aplikasi', 'akhir', 'sen', 'lewat', 'aplikasi', 'gofoodshopefood']"
fitur aplikasi tidak lengkap,"['fitur', 'aplikasi', 'tidak', 'lengkap']",fitur aplikasi tidak lengkap,fitur aplikasi lengkap,"['fitur', 'aplikasi', 'lengkap']"
muatabb,['muatabb'],muatabb,muatabb,['muatabb']
aplikasi kocak mau sign up saja  susah benar ,"['aplikasi', 'kocak', 'mau', 'sign', 'up', 'saja', 'susah', 'benar']",aplikasi kocak mau sign up saja susah benar,aplikasi kocak mau sign up susah benar,"['aplikasi', 'kocak', 'mau', 'sign', 'up', 'susah', 'benar']"
sangat bagus kita yang  malas bergerak bisa pesan pizza lewat online jadi tertolong tidak jau jau deh,"['sangat', 'bagus', 'kita', 'yang', 'malas', 'bergerak', 'bisa', 'pesan', 'pizza', 'lewat', 'online', 'jadi', 'tertolong', 'tidak', 'jau', 'jau', 'deh']",sangat bagus kita yang malas gerak bisa pesan pizza lewat online jadi tolong tidak jau jau deh,sangat bagus malas gerak pesan pizza lewat online jau jau,"['sangat', 'bagus', 'malas', 'gerak', 'pesan', 'pizza', 'lewat', 'online', 'jau', 'jau']"
pizza nya tidak usa di ragukan lagi dari dulu selalu enakkk pelayanannya bisa lebih ditingkatkan lagii but overall everythings good perfectoo sukses selalu pizza hut,"['pizza', 'nya', 'tidak', 'usa', 'di', 'ragukan', 'lagi', 'dari', 'dulu', 'selalu', 'enakkk', 'pelayanannya', 'bisa', 'lebih', 'ditingkatkan', 'lagii', 'but', 'overall', 'everythings', 'good', 'perfectoo', 'sukses', 'selalu', 'pizza', 'hut']",pizza nya tidak usa di ragu lagi dari dulu selalu enakkk layan bisa lebih tingkat lagi but overall everythings good perfectoo sukses selalu pizza hut,pizza usa ragu dulu selalu enakkk layan lebih tingkat overall everythings good perfectoo sukses selalu pizza hut,"['pizza', 'usa', 'ragu', 'dulu', 'selalu', 'enakkk', 'layan', 'lebih', 'tingkat', 'overall', 'everythings', 'good', 'perfectoo', 'sukses', 'selalu', 'pizza', 'hut']"
aplikasi bobrok tidak bisa pesan  ngehang terus ,"['aplikasi', 'bobrok', 'tidak', 'bisa', 'pesan', 'ngehang', 'terus']",aplikasi bobrok tidak bisa pesan ngehang terus,aplikasi bobrok pesan ngehang terus,"['aplikasi', 'bobrok', 'pesan', 'ngehang', 'terus']"
ini gimana sih katanya kode otp dikirim ke whats aplikasi tapi tidak muncul juga sudah  di klik kirim ulang tetap tidak ada,"['ini', 'gimana', 'sih', 'katanya', 'kode', 'otp', 'dikirim', 'ke', 'whats', 'aplikasi', 'tapi', 'tidak', 'muncul', 'juga', 'sudah', 'di', 'klik', 'kirim', 'ulang', 'tetap', 'tidak', 'ada']",ini gimana sih kata kode otp kirim ke whats aplikasi tapi tidak muncul juga sudah di klik kirim ulang tetap tidak ada,gimana sih kata kode otp kirim whats aplikasi muncul klik kirim ulang tetap,"['gimana', 'sih', 'kata', 'kode', 'otp', 'kirim', 'whats', 'aplikasi', 'muncul', 'klik', 'kirim', 'ulang', 'tetap']"
sering dapat  promo gratis,"['sering', 'dapat', 'promo', 'gratis']",sering dapat promo gratis,sering promo gratis,"['sering', 'promo', 'gratis']"
aplikasi mudah dipakai,"['aplikasi', 'mudah', 'dipakai']",aplikasi mudah pakai,aplikasi mudah pakai,"['aplikasi', 'mudah', 'pakai']"
aplikasi yang  bagus dan multifungsi,"['aplikasi', 'yang', 'bagus', 'dan', 'multifungsi']",aplikasi yang bagus dan multifungsi,aplikasi bagus multifungsi,"['aplikasi', 'bagus', 'multifungsi']"
pizzanya orang indonesia,"['pizzanya', 'orang', 'indonesia']",pizzanya orang indonesia,pizzanya orang indonesia,"['pizzanya', 'orang', 'indonesia']"
pizza hut jampang parungtolong dongdi perbaiki lagi  orderan online nyajngn sampai saya  ijoin biar ramemasak menit dari  kutipan waktu di bilt belum jadikita driver online butuh waktu,"['pizza', 'hut', 'jampang', 'parungtolong', 'dongdi', 'perbaiki', 'lagi', 'orderan', 'online', 'nyajngn', 'sampai', 'saya', 'ijoin', 'biar', 'ramemasak', 'menit', 'dari', 'kutipan', 'waktu', 'di', 'bilt', 'belum', 'jadikita', 'driver', 'online', 'butuh', 'waktu']",pizza hut jampang parungtolong dongdi baik lagi order online nyajngn sampai saya ijoin biar ramemasak menit dari kutip waktu di bilt belum jadikita driver online butuh waktu,pizza hut jampang parungtolong dongdi baik order online nyajngn ijoin biar ramemasak menit kutip waktu bilt jadikita driver online butuh waktu,"['pizza', 'hut', 'jampang', 'parungtolong', 'dongdi', 'baik', 'order', 'online', 'nyajngn', 'ijoin', 'biar', 'ramemasak', 'menit', 'kutip', 'waktu', 'bilt', 'jadikita', 'driver', 'online', 'butuh', 'waktu']"
ultah diberikan gratis pizza loh surprise sangat ,"['ultah', 'diberikan', 'gratis', 'pizza', 'loh', 'surprise', 'sangat']",ultah beri gratis pizza loh surprise sangat,ultah beri gratis pizza loh surprise sangat,"['ultah', 'beri', 'gratis', 'pizza', 'loh', 'surprise', 'sangat']"
praktis tanpa antri,"['praktis', 'tanpa', 'antri']",praktis tanpa antri,praktis antri,"['praktis', 'antri']"
pengiriman cepat terimakasih,"['pengiriman', 'cepat', 'terimakasih']",kirim cepat terimakasih,kirim cepat terimakasih,"['kirim', 'cepat', 'terimakasih']"
enak pisan,"['enak', 'pisan']",enak pis,enak pis,"['enak', 'pis']"
membantu diwaktu lapar,"['membantu', 'diwaktu', 'lapar']",bantu waktu lapar,bantu waktu lapar,"['bantu', 'waktu', 'lapar']"
aplikasi tidak jelas masa iya setiap mau masuk ke aplikasi nya harus login google dulu ,"['aplikasi', 'tidak', 'jelas', 'masa', 'iya', 'setiap', 'mau', 'masuk', 'ke', 'aplikasi', 'nya', 'harus', 'login', 'google', 'dulu']",aplikasi tidak jelas masa iya tiap mau masuk ke aplikasi nya harus login google dulu,aplikasi jelas masa iya tiap mau masuk aplikasi login google dulu,"['aplikasi', 'jelas', 'masa', 'iya', 'tiap', 'mau', 'masuk', 'aplikasi', 'login', 'google', 'dulu']"
mempermudah buat pesanan seru juga banyak  gratisannya,"['mempermudah', 'buat', 'pesanan', 'seru', 'juga', 'banyak', 'gratisannya']",mudah buat pesan seru juga banyak gratis,mudah pesan seru banyak gratis,"['mudah', 'pesan', 'seru', 'banyak', 'gratis']"
aplikasinya bagus dapat promo mantab,"['aplikasinya', 'bagus', 'dapat', 'promo', 'mantab']",aplikasi bagus dapat promo mantab,aplikasi bagus promo mantab,"['aplikasi', 'bagus', 'promo', 'mantab']"
sangat membantu saat lapar,"['sangat', 'membantu', 'saat', 'lapar']",sangat bantu saat lapar,sangat bantu lapar,"['sangat', 'bantu', 'lapar']"
mau pizza ya pizza hut,"['mau', 'pizza', 'ya', 'pizza', 'hut']",mau pizza ya pizza hut,mau pizza pizza hut,"['mau', 'pizza', 'pizza', 'hut']"
mantap banyk promonya hanya ada yang  kurang karena  delivery kena pajak harusnya kan ongkos kirim saja  soalnya delivery tidak  makan di tempat jadi sekiranya pihak menejemen pizza bisa mempertimbangkan kedepannya ya makasih,"['mantap', 'banyk', 'promonya', 'hanya', 'ada', 'yang', 'kurang', 'karena', 'delivery', 'kena', 'pajak', 'harusnya', 'kan', 'ongkos', 'kirim', 'saja', 'soalnya', 'delivery', 'tidak', 'makan', 'di', 'tempat', 'jadi', 'sekiranya', 'pihak', 'menejemen', 'pizza', 'bisa', 'mempertimbangkan', 'kedepannya', 'ya', 'makasih']",mantap banyk promonya hanya ada yang kurang karena delivery kena pajak harus kan ongkos kirim saja soal delivery tidak makan di tempat jadi sekira pihak menejemen pizza bisa timbang depan ya makasih,mantap banyk promonya kurang delivery kena pajak kan ongkos kirim soal delivery makan tempat sekira pihak menejemen pizza timbang depan makasih,"['mantap', 'banyk', 'promonya', 'kurang', 'delivery', 'kena', 'pajak', 'kan', 'ongkos', 'kirim', 'soal', 'delivery', 'makan', 'tempat', 'sekira', 'pihak', 'menejemen', 'pizza', 'timbang', 'depan', 'makasih']"
sudah jauh lebih stabil mantap sisanya tinggal tmbahin promo,"['sudah', 'jauh', 'lebih', 'stabil', 'mantap', 'sisanya', 'tinggal', 'tmbahin', 'promo']",sudah jauh lebih stabil mantap sisa tinggal tmbahin promo,jauh lebih stabil mantap sisa tinggal tmbahin promo,"['jauh', 'lebih', 'stabil', 'mantap', 'sisa', 'tinggal', 'tmbahin', 'promo']"
aplikasi error terussssss titik maps tidak jelas,"['aplikasi', 'error', 'terussssss', 'titik', 'maps', 'tidak', 'jelas']",aplikasi error terussssss titik maps tidak jelas,aplikasi error terussssss titik maps jelas,"['aplikasi', 'error', 'terussssss', 'titik', 'maps', 'jelas']"
sangat mudah,"['sangat', 'mudah']",sangat mudah,sangat mudah,"['sangat', 'mudah']"
bagusss,['bagusss'],bagusss,bagusss,['bagusss']
pesan chese overflow tidak ada itu chesee nyamales beli lagi pizza hut kendari andonohu,"['pesan', 'chese', 'overflow', 'tidak', 'ada', 'itu', 'chesee', 'nyamales', 'beli', 'lagi', 'pizza', 'hut', 'kendari', 'andonohu']",pesan chese overflow tidak ada itu chesee nyamales beli lagi pizza hut kendari andonohu,pesan chese overflow chesee nyamales beli pizza hut kendari andonohu,"['pesan', 'chese', 'overflow', 'chesee', 'nyamales', 'beli', 'pizza', 'hut', 'kendari', 'andonohu']"
lebih mudah digunakan dan selalu update pemberitahuan promo,"['lebih', 'mudah', 'digunakan', 'dan', 'selalu', 'update', 'pemberitahuan', 'promo']",lebih mudah guna dan selalu update pemberitahuan promo,lebih mudah selalu update pemberitahuan promo,"['lebih', 'mudah', 'selalu', 'update', 'pemberitahuan', 'promo']"
memudahkan,['memudahkan'],mudah,mudah,['mudah']
super sih aplikasi yang  simpel praktis dan menyedian metode pembayaran yang  beda sendiri dan tetap terbaik,"['super', 'sih', 'aplikasi', 'yang', 'simpel', 'praktis', 'dan', 'menyedian', 'metode', 'pembayaran', 'yang', 'beda', 'sendiri', 'dan', 'tetap', 'terbaik']",super sih aplikasi yang simpel praktis dan dian metode bayar yang beda sendiri dan tetap baik,super sih aplikasi simpel praktis dian metode bayar beda sendiri tetap baik,"['super', 'sih', 'aplikasi', 'simpel', 'praktis', 'dian', 'metode', 'bayar', 'beda', 'sendiri', 'tetap', 'baik']"
oke mantap,"['oke', 'mantap']",oke mantap,oke mantap,"['oke', 'mantap']"
percuma install terus  daftar kalau  tetap  saja  tidak bisa delivery,"['percuma', 'install', 'terus', 'daftar', 'kalau', 'tetap', 'saja', 'tidak', 'bisa', 'delivery']",percuma install terus daftar kalau tetap saja tidak bisa delivery,percuma install terus daftar tetap delivery,"['percuma', 'install', 'terus', 'daftar', 'tetap', 'delivery']"
staffnya sangat ramah dan membantu srkali dalam menggunakan aplikasi,"['staffnya', 'sangat', 'ramah', 'dan', 'membantu', 'srkali', 'dalam', 'menggunakan', 'aplikasi']",staffnya sangat ramah dan bantu srkali dalam guna aplikasi,staffnya sangat ramah bantu srkali aplikasi,"['staffnya', 'sangat', 'ramah', 'bantu', 'srkali', 'aplikasi']"
mau login ke akun yang  sudah ada tapi harus masukin kode otp dan dikirim via whatsapp sedangkan nomor yang saya daftarkan tidak terhubung ke whatsapp saya jadi tidak bisa login apalagi memesan pizza bad apps,"['mau', 'login', 'ke', 'akun', 'yang', 'sudah', 'ada', 'tapi', 'harus', 'masukin', 'kode', 'otp', 'dan', 'dikirim', 'via', 'whatsapp', 'sedangkan', 'nomor', 'yang', 'saya', 'daftarkan', 'tidak', 'terhubung', 'ke', 'whatsapp', 'saya', 'jadi', 'tidak', 'bisa', 'login', 'apalagi', 'memesan', 'pizza', 'bad', 'apps']",mau login ke akun yang sudah ada tapi harus masukin kode otp dan kirim via whatsapp sedang nomor yang saya daftar tidak hubung ke whatsapp saya jadi tidak bisa login apalagi mes pizza bad apps,mau login akun masukin kode otp kirim via whatsapp sedang nomor daftar hubung whatsapp login mes pizza bad apps,"['mau', 'login', 'akun', 'masukin', 'kode', 'otp', 'kirim', 'via', 'whatsapp', 'sedang', 'nomor', 'daftar', 'hubung', 'whatsapp', 'login', 'mes', 'pizza', 'bad', 'apps']"
pesan via aplikasi banyak freenya dan pointnya bisa ditukar dengan  makanan pesan via aplikasi banyak freenya dan pointnya bisa ditukar dengan  makananasyikk,"['pesan', 'via', 'aplikasi', 'banyak', 'freenya', 'dan', 'pointnya', 'bisa', 'ditukar', 'dengan', 'makanan', 'pesan', 'via', 'aplikasi', 'banyak', 'freenya', 'dan', 'pointnya', 'bisa', 'ditukar', 'dengan', 'makananasyikk']",pesan via aplikasi banyak freenya dan point bisa tukar dengan makan pesan via aplikasi banyak freenya dan point bisa tukar dengan makananasyikk,pesan via aplikasi banyak freenya point tukar makan pesan via aplikasi banyak freenya point tukar makananasyikk,"['pesan', 'via', 'aplikasi', 'banyak', 'freenya', 'point', 'tukar', 'makan', 'pesan', 'via', 'aplikasi', 'banyak', 'freenya', 'point', 'tukar', 'makananasyikk']"
me favorite,"['me', 'favorite']",me favorite,me favorite,"['me', 'favorite']"
pelayanan disini sangat baik,"['pelayanan', 'disini', 'sangat', 'baik']",layan sini sangat baik,layan sini sangat baik,"['layan', 'sini', 'sangat', 'baik']"
cepat lengkap banyak promo,"['cepat', 'lengkap', 'banyak', 'promo']",cepat lengkap banyak promo,cepat lengkap banyak promo,"['cepat', 'lengkap', 'banyak', 'promo']"
ferfecto,['ferfecto'],ferfecto,ferfecto,['ferfecto']
berat sangat  apknya cokkk,"['berat', 'sangat', 'apknya', 'cokkk']",berat sangat apknya cokkk,berat sangat apknya cokkk,"['berat', 'sangat', 'apknya', 'cokkk']"
responnya cepat dan pesanan selesai sesuai waktu ditentukan pizza hut the best,"['responnya', 'cepat', 'dan', 'pesanan', 'selesai', 'sesuai', 'waktu', 'ditentukan', 'pizza', 'hut', 'the', 'best']",responnya cepat dan pesan selesai sesuai waktu tentu pizza hut the best,responnya cepat pesan selesai sesuai waktu pizza hut the best,"['responnya', 'cepat', 'pesan', 'selesai', 'sesuai', 'waktu', 'pizza', 'hut', 'the', 'best']"
aplikasi favorit untuk pesan pizza hut online saat masih tinggal di malang sayang setelah pindah di madiun terdapat kendala jarak pengiriman dari gerai pizza hut ke rumah,"['aplikasi', 'favorit', 'untuk', 'pesan', 'pizza', 'hut', 'online', 'saat', 'masih', 'tinggal', 'di', 'malang', 'sayang', 'setelah', 'pindah', 'di', 'madiun', 'terdapat', 'kendala', 'jarak', 'pengiriman', 'dari', 'gerai', 'pizza', 'hut', 'ke', 'rumah']",aplikasi favorit untuk pesan pizza hut online saat masih tinggal di malang sayang telah pindah di madiun dapat kendala jarak kirim dari gerai pizza hut ke rumah,aplikasi favorit pesan pizza hut online tinggal malang sayang pindah madiun kendala jarak kirim gerai pizza hut rumah,"['aplikasi', 'favorit', 'pesan', 'pizza', 'hut', 'online', 'tinggal', 'malang', 'sayang', 'pindah', 'madiun', 'kendala', 'jarak', 'kirim', 'gerai', 'pizza', 'hut', 'rumah']"
aplikasinya ngebug tiap pilih menu keluar terus apknya mohon diperbaiki terimakasih,"['aplikasinya', 'ngebug', 'tiap', 'pilih', 'menu', 'keluar', 'terus', 'apknya', 'mohon', 'diperbaiki', 'terimakasih']",aplikasi ngebug tiap pilih menu keluar terus apknya mohon baik terimakasih,aplikasi ngebug tiap pilih menu keluar terus apknya mohon baik terimakasih,"['aplikasi', 'ngebug', 'tiap', 'pilih', 'menu', 'keluar', 'terus', 'apknya', 'mohon', 'baik', 'terimakasih']"
sangat tidak menyenangkan saya  pesan di menu delivery tapi di suruh take awaypadahal gd pemberitahuan sama sekali malah langsung hilang di menu pesanan ke,"['sangat', 'tidak', 'menyenangkan', 'saya', 'pesan', 'di', 'menu', 'delivery', 'tapi', 'di', 'suruh', 'take', 'awaypadahal', 'gd', 'pemberitahuan', 'sama', 'sekali', 'malah', 'langsung', 'hilang', 'di', 'menu', 'pesanan', 'ke']",sangat tidak senang saya pesan di menu delivery tapi di suruh take awaypadahal gd pemberitahuan sama sekali malah langsung hilang di menu pesan ke,sangat senang pesan menu delivery suruh take awaypadahal gd pemberitahuan sekali malah langsung hilang menu pesan,"['sangat', 'senang', 'pesan', 'menu', 'delivery', 'suruh', 'take', 'awaypadahal', 'gd', 'pemberitahuan', 'sekali', 'malah', 'langsung', 'hilang', 'menu', 'pesan']"
